"POLITICAL_UNIT","NAME","Event_ID","WGMS_ID","EVENT_DATE","ET_SURGE","ET_CALVING","ET_FLOOD","ET_AVALANCHE","ET_TECTONIC","ET_OTHER","EVENT_DESCRIPTION","INVESTIGATOR","SPONSORING_AGENCY","REFERENCE","REMARKS","PUB_IN_FOG"
"IS","LEIRUFJARDARJOKULL",56,3102,19959999,1,0,0,0,0,0,"Surge-type activity started at the snout of the glacier in 1995and continued throughout the period considered here with maximum in1996 (see also Kaldalónsjökull). Total advance until fall 2000 1150 m.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,2000
"IS","MULAJOKULL",1363,8286,19249999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","MULAJOKULL",1364,8286,19549999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","MULAJOKULL",1365,8286,19669999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","MULAJOKULL",1366,8286,19719999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","MULAJOKULL",1367,8286,19799999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","MULAJOKULL",1368,8286,19869999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ""The glacier surged in 1985-1987 and was especially active in May 1986. The total advance amounted to 335 m at the measured site but the advance speed was not recorded and the dates of onset and termination are unknown. Previous surges had taken place in 1954, 1966 and 1972. Reference/important data source:Rist 1987."" WGMS1993b ",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","MULAJOKULL",1369,8286,19929999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","MULAJOKULL",1370,8286,20029999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"IS","MULAJOKULL S",578,3105,19549999,1,0,0,0,0,0,"Surge took place from 1954-1955.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","MULAJOKULL S",577,3105,19669999,1,0,0,0,0,0,,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","MULAJOKULL S",576,3105,19719999,1,0,0,0,0,0,"Surge took place from 1971-1972.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","MULAJOKULL S",575,3105,19799999,1,0,0,0,0,0,,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","MULAJOKULL S",574,3105,19869999,1,0,0,0,0,0,,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,
"IS","MULAJOKULL S",22,3105,19929999,1,0,0,0,0,0,"Surges took place in 1954–1955, 1966, 1971–1972, 1979, 1986 and 1992–1993. Advances are typically between 50 and 400 m.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,1995
"IS","MULAJOKULL S",1,3105,20099999,1,0,0,0,0,0,"In the year 2009 a small surge was noticed at the terminus of Múlajökull. The maximum advance was on the order of a few tens of meters (10 m at the front-variation measurement site). Previous surges during the monitoring period were in 1954, 1966, 1971, 1979, 1986, and 1992.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,2010
"IS","MYRDALSJOKULL ICE CAP",4238,6832,11799999,0,,1,0,0,0,"In 1179, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4239,6832,15809999,0,,1,0,0,0,"In 1580, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4240,6832,16129999,0,,1,0,0,0,"In 1612, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4241,6832,16259999,0,,1,0,0,0,"In 1625, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4242,6832,16609999,0,,1,0,0,0,"In September 1660, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4243,6832,17219999,0,,1,0,0,0,"In 1721, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4244,6832,17559999,0,,1,0,0,0,"In 1755, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4245,6832,18609999,0,,1,0,0,0,"In September 1860, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4246,6832,19189999,0,,1,0,0,0,"In 1918, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4247,6832,19890716,0,,1,0,0,0,"On July 16, 1989 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4248,6832,19950807,0,,1,0,0,0,"On August 7, 1995 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4249,6832,19950807,0,,1,0,0,0,"On August 7, 1995 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4250,6832,19960724,0,,1,0,0,0,"On July 24, 1996 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4251,6832,19970799,0,,1,0,0,0,"In July 1997, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4252,6832,19980713,0,,1,0,0,0,"On July 13, 1998 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4253,6832,19980726,0,,1,0,0,0,"On July 26, 1998 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4254,6832,19990799,0,,1,0,0,0,"In July 1999, a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4255,6832,19990815,0,,1,0,0,0,"On August 15, 1999 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4256,6832,19990920,0,,1,0,0,0,"On September 20, 1999 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","MYRDALSJOKULL ICE CAP",4257,6832,20000725,0,,1,0,0,0,"On July 25, 2000 a GLOF took place in Myrdalsjokull Ice Cap.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","NAUTHAGAJOKULL",4258,3107,19899999,0,,1,0,0,0,"In 1989, a GLOF took place in Nauthagajokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","NAUTHAGAJOKULL",4259,3107,19919999,0,,1,0,0,0,"In 1991, a GLOF took place in Nauthagajokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","NAUTHAGAJOKULL",4260,3107,19950899,0,,1,0,0,0,"In August 1995, a GLOF took place in Nauthagajokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","NAUTHAGAJOKULL",4261,3107,20000808,0,,1,0,0,0,"On August 8, 2000 a GLOF took place in Nauthagajokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","NAUTHAGAJOKULL",4262,3107,20010999,0,,1,0,0,0,"In September 2001, a GLOF took place in Nauthagajokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"IS","NAUTHAGAJOKULL",4263,3107,20020717,0,,1,0,0,0,"On July 17, 2002 a GLOF took place in Nauthagajokull glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
